iter	Passed	Remaining
207	34366	106568
208	34538	106425
209	34721	106313
210	34875	106112
211	35059	106005
212	35217	105818
213	35368	105609
214	35485	105302
215	35783	105528
216	36000	105513
217	36167	105350
218	36346	105221
219	36657	105474
220	36875	105452
221	37128	105531
222	37282	105328
223	37463	105199
224	37653	105094
225	37826	104944
226	37965	104698
227	38113	104478
228	38253	104235
229	38418	104063
230	38591	103913
231	38734	103681
232	38876	103449
233	39034	103256
234	39217	103133
235	39392	102987
236	39560	102824
237	39721	1026423238	39907	1025223239	40062	1023224240	40298	1023324241	40500	1022524242	40691	1021424243	40895	1020724244	41128	1020624245	41360	1020524246	41561	1019624247	41736	1018124248	41898	1016324249	42051	1014225250	42217	1012525251	42413	101152
252	42543	1008925253	42699	1006925254	42830	1004255255	42998	100256	256	43141	10257	4257	43328	9258	4258	43482	9259	4259	43653	9260	4260	43806	9261	4261	43965	9262	4262	44175	9263	4263	44335	9264	4264	44514	9265	4265	44696	9266	4266	44866	9267	4267	45041	9268	4268	45231	9269	4269	45394	9270	4270	45578	9271	4271	45770	9272	4272	45913	9273	4273	46077	9274	4274	46219	9275	4275	46399	9276	4276	46527	9277	4277	46715	9278	4278	46856	9279	4279	47031	9280	4280	47183	9281	4281	47361	9282	4282	47527	9283	4283	47674	9284	47801	95266
285	47970	95102
286	48154	94966
287	48324	94802
288	48471	94594
289	48661	94469
290	48944	94525
291	49159	94447
292	49336	94294
293	49516	94148
294	49749	94102
295	49995	94078
296	50224	94023
297	50472	94000
298	50631	93812
299	50808	93656
300	50973	93480
301	51154	93331
302	51340	93191
303	51502	93010
304	51648	92798
305	51791	92581
306	51978	92444
307	52147	92274
308	52278	92036
309	52436	91847
310	52587	91647
311	52764	91492
312	52913	91288
313	53059	91080
314	53215	90889
315	53377	90708
316	53545	90538
317	53705	90354
318	53874	90185
319	54062	90047
320	54231	89878
321	54384	89683
322	54624	89632
323	54771	89426
324	54937	89252
325	55149	89152
326	55307	88965
327	55484	88808
328	55814	88896
329	56323	89264
330	56566	89207
331	56783	89108
332	56987	88989
333	57199	88881
334	57448	88830
335	57752	88863
336	58024	88844
337	58326	88870
338	58578	88818
339	58836	88774
340	59228	88930
341	59642	89115
342	59849	88989
343	60068	88880
344	60348	88860
345	60621	88829
346	60866	88755
347	61073	88627
348	61274	88488
349	61491	88371
350	61714	88264
351	61911	88118
352	62103	87965
353	62277	87786
354	62476	87643
355	62717	87557
356	62947	87457
357	63161	87332
358	63397	87237
359	63630	87138
360	63827	86989
361	64028	86845
362	64239	86714
363	64486	86631
364	64795	86630
365	65080	86596
366	65328	86510
367	65726	86623
368	66079	86673
369	66315	86569
370	66554	86467
371	66812	86389
372	67065	86303
373	67252	86133
374	67416	85933
375	67614	85777
376	67929	85768
377	68127	85610
378	68271	85384
379	68441	85191
380	68652	85050
381	68879	84926
382	69045	84729
383	69226	84550
384	69392	84352
385	69543	84136
386	69691	83917
387	69860	83724
388	69992	83487
389	70181	83317
390	70359	83136
391	70532	82947
392	70718	82775
393	70907	82605
394	71077	82414
395	71234	82207
396	71406	82018
397	71578	81830
398	71733	81621
399	71912	81441
400	72077	81244
401	72285	81095
402	72453	80903
403	72641	80733
404	72836	80570
405	73027	80401
406	73255	80275
407	73545	80214
408	73767	80080
409	73949	79901
410	74101	79691
411	74325	79557
412	74517	79389
413	74688	79199
414	74859	79007
415	75029	78817
416	75173	78598
417	75344	78408
418	75551	78256
419	75694	78037
420	75911	77895
421	76074	77697
422	76286	77548
423	76542	77445
424	76816	77358
425	77004	77184
426	77227	77046
427	77455	76913
428	77647	76742
429	77804	76538
430	77951	76323
431	78151	76161
432	78396	76043
433	78575	75860
434	78743	75666
435	78949	75509
436	79199	75393
437	79422	75252
438	79568	75036
439	79762	74867
440	79969	74711
441	80183	74559
442	80361	74375
443	80525	74178
444	80747	74033
445	80953	73874
446	81085	73648
447	81256	73457
448	81388	73231
449	81547	73030
450	81698	72822
451	81864	72627
452	82029	72431
453	82204	72245
454	82353	72036
455	82534	71856
456	82690	71653
457	82842	71447
458	83001	71247
459	83153	71041
460	83301	70833
461	83447	70623
462	83579	70401
463	83728	70194
464	83893	70001
465	84026	69781
466	84226	69617
467	84388	69422
468	84555	69231
469	84710	69030
470	84905	68861
471	85062	68662
472	85224	68467
473	85396	68281
474	85579	68103
475	85747	67913
476	85907	67717
477	86139	67578
478	86332	67407
479	86521	67234
480	86680	67037
481	86815	66822
482	86964	66618
483	87104	66408
484	87268	66216
485	87430	66022
486	87601	65835
487	87805	65674
488	88066	65554
489	88238	65368
490	88495	65244
491	88940	65258
492	89242	65167
493	89465	65016
494	89652	64839
495	89840	64663
496	90012	64475
497	90187	64289
498	90324	64077
499	90497	63890
500	90716	63737
501	90906	63561
502	91095	63386
503	91261	63195
504	91465	63029
505	91703	62887
506	91857	62688
507	92047	62512
508	92249	62345
509	92424	62160
510	92571	61955
511	92771	61787
512	92984	61626
513	93144	61431
514	93333	61255
515	93517	61076
516	93714	60905
517	93869	60707
518	94062	60533
519	94214	60333
520	94418	60166
521	94587	59977
522	94780	59803
523	94956	59619
524	95123	59429
525	95296	59243
526	95475	59060
527	95621	58857
528	95795	58672
529	95974	58490
530	96160	58311
531	96323	58120
532	96515	57945
533	96677	57753
534	96862	57574
535	97035	57388
536	97193	57194
537	97340	56993
538	97481	56789
539	97649	56600
540	97829	56419
541	98028	56248
542	98191	56057
543	98370	55875
544	98531	55683
545	98687	55489
546	98852	55299
547	99029	55116
548	99220	54941
549	99395	54757
550	99575	54576
551	99741	54388
552	99913	54202
553	100099	54024
554	100287	53848
555	100468	53667
556	100687	53506
557	100900	53343
558	101105	53175
559	101283	52992
560	101483	52822
561	101696	52657
562	101863	52469
563	102044	52288
564	102246	52118
565	102489	51968
566	102864	51885
567	103075	51719
568	103223	51521
569	103415	51344
570	103665	51197
571	103882	51033
572	104098	50868
573	104348	50720
574	104594	50569
575	104792	50394
576	104982	50216
577	105153	50029
578	105336	49848
579	105570	49690
580	105756	49510
581	105986	49351
582	106170	49169
583	106342	48982
584	106535	48806
585	106711	48621
586	106897	48440
587	107050	48245
588	107217	48056
589	107356	47855
590	107534	47671
591	107832	47540
592	108045	47372
593	108313	47227
594	108530	47060
595	108782	46907
596	108965	46725
597	109171	46552
598	109308	46351
599	109491	46168
600	109665	45982
601	109891	45818
602	110053	45627
603	110223	45439
604	110407	45257
605	110621	45088
606	110806	44906
607	110946	44706
608	111201	44553
609	111451	44397
610	111688	44236
611	111938	44080
612	112100	43889
613	112267	43700
614	112423	43506
615	112601	43322
616	112834	43158
617	113031	42981
618	113182	42786
619	113340	42593
620	113530	42413
621	113724	42235
622	113874	42040
623	114042	41852
624	114235	41673
625	114465	41507
626	114699	41342
627	114930	41177
628	115135	41002
629	115476	40874
630	115750	40723
631	115985	40558
632	116245	40401
633	116427	40216
634	116591	40026
635	116744	39832
636	116903	39640
637	117082	39455
638	117308	39286
639	117543	39119
640	117848	38976
641	118160	38834
642	118359	38655
643	118514	38462
644	118693	38276
645	118895	38098
646	119086	37916
647	119278	37734
648	119455	37548
649	119623	37359
650	119753	37158
651	119924	36970
652	120101	36784
653	120253	36590
654	120432	36405
655	120595	36215
656	120727	36016
657	120903	35830
658	121072	35642
659	121213	35445
660	121371	35254
661	121520	35061
662	121681	34871
663	121843	34681
664	122023	34496
665	122172	34303
666	122382	34127
667	122559	33942
668	122751	33761
669	122908	33570
670	123060	33378
671	123198	33182
672	123370	32996
673	123576	32819
674	123741	32631
675	123898	32440
676	124064	32253
677	124260	32073
678	124414	31882
679	124571	31692
680	124737	31504
681	124893	31315
682	125049	31125
683	125223	30939
684	125394	30753
685	125553	30564
686	125711	30375
687	125865	30185
688	126030	29998
689	126203	29813
690	126368	29626
691	126523	29436
692	126691	29250
693	126883	29069
694	127057	28885
695	127240	28702
696	127426	28520
697	127617	28339
698	127802	28156
699	127983	27973
700	128157	27788
701	128327	27603
702	128491	27416
703	128664	27231
704	128848	27048
705	129022	26864
706	129199	26680
707	129360	26493
708	129515	26304
709	129683	26119
710	129854	25934
711	130028	25750
712	130221	25569
713	130435	25392
714	130642	25214
715	130804	25028
716	130984	24845
717	131192	24667
718	131411	24491
719	131608	24310
720	131782	24126
721	131959	23942
722	132104	23753
723	132239	23561
724	132355	23367
725	132522	23182
726	132754	23008
727	132948	22827
728	133096	22639
729	133239	22449
730	133416	22266
731	133577	22080
732	133777	21900
733	133926	21712
734	134071	21524
735	134229	21338
736	134394	21152
737	134547	20966
738	134690	20777
739	134881	20596
740	135038	20410
741	135200	20225
742	135392	20044
743	135545	19858
744	135715	19674
745	135874	19488
746	136025	19302
747	136199	19118
748	136363	18934
749	136516	18748
750	136733	18570
751	136874	18383
752	137049	18200
753	137189	18012
754	137387	17833
755	137556	17649
756	137783	17473
757	138001	17295
758	138202	17115
759	138434	16940
760	138636	16760
761	138865	16583
762	139064	16403
763	139245	16220
764	139417	16037
765	139604	15855
766	139847	15680
767	140051	15500
768	140249	15319
769	140425	15136
770	140639	14957
771	140845	14777
772	141015	14594
773	141186	14410
774	141370	14228
775	141524	14042
776	141716	13861
777	141875	13676
778	142088	13497
779	142247	13312
780	142383	13126
781	142563	12943
782	142752	12762
783	142944	12580
784	143147	12399
785	143323	12217
786	143488	12033
787	143697	11853
788	143849	11668
789	144018	11485
790	144130	11297
791	144302	11114
792	144487	10932
793	144654	10748
794	144835	10566
795	144993	10382
796	145153	10198
797	145297	10014
798	145478	9832
799	145635	9648
800	145808	9465
801	145964	9282
802	146161	9100
803	146327	8917
804	146484	8734
805	146658	8552
806	146832	8369
807	147023	8188
808	147272	8009
809	147517	7831
810	147671	7647
811	147811	7463
812	147945	7278
813	148151	7098
814	148402	6919
815	148629	6739
816	148857	6559
817	149116	6380
818	149367	6200
819	149578	6019
820	149784	5838
821	149955	5655
822	150121	5472
823	150314	5290
824	150508	5108
825	150707	4926
826	150868	4743
827	151052	4560
828	151236	4378
829	151425	4196
830	151593	4013
831	151766	3830
832	151909	3647
833	152098	3465
834	152271	3282
835	152496	3100
836	152650	2918
837	152850	2735
838	153114	2554
839	153314	2372
840	153485	2190
841	153645	2007
842	153809	1824
843	153952	1641
844	154109	1459
845	154220	1276
846	154296	1093
847	154383	910
848	154458	727
849	154533	545
850	154601	363
851	154675	181
852	154755	0
