iter	Logloss
201	0.5196489782
202	0.518889928
203	0.5187606197
204	0.5181527564
205	0.5173144437
206	0.5165423308
207	0.515615762
208	0.5155677792
209	0.5154231362
210	0.5144911795
211	0.5141235277
212	0.5135495291
213	0.5126088296
214	0.5123503129
215	0.5119849406
216	0.5114132407
217	0.5105251902
218	0.5097897964
219	0.5090697227
220	0.5084247265
221	0.5076485523
222	0.5068645155
223	0.5063889494
224	0.5057914255
225	0.5057022707
226	0.5052368301
227	0.5049435195
228	0.5046466913
229	0.504294396
230	0.5041173087
231	0.503567851
232	0.5029386863
233	0.5028248724
234	0.5023695855
235	0.5018155837
236	0.5012445931
237	0.5007004029
238	0.5003056275
239	0.4994324261
240	0.4985214625
241	0.4977993348
242	0.4974986017
243	0.4968794509
244	0.4963495616
245	0.4958733545
246	0.4951904857
247	0.4947239666
248	0.4941734913
249	0.4936735217
250	0.4933147649
251	0.492984031
252	0.4927086621
253	0.4922060968
254	0.4913536057
255	0.4906106229
256	0.4898263754
257	0.4894694509
258	0.48875004
259	0.4883804595
260	0.4880123651
261	0.4874813304
262	0.4872030731
263	0.4865561531
264	0.486062087
265	0.4852080941
266	0.4845043293
267	0.4839444653
268	0.4833454605
269	0.4829665998
270	0.4825031857
271	0.481872191
272	0.4816059912
273	0.4810731833
274	0.4806611436
275	0.480019165
276	0.4795810365
277	0.4792481003
278	0.4789913772
279	0.4787447196
280	0.4783529136
281	0.478057714
282	0.4776947711
283	0.4773220876
284	0.4770475607
285	0.4761209703
286	0.475878568
287	0.475409481
288	0.4750247784
289	0.4744038452
290	0.4735825094
291	0.4729198644
292	0.4727059305
293	0.4720904035
294	0.47143908
295	0.4708821823
296	0.4706955892
297	0.470077389
298	0.4693116001
299	0.4688454012
300	0.4685456981
301	0.4680658464
302	0.467360584
303	0.4668594106
304	0.4663589772
305	0.4661511705
306	0.4657530136
307	0.4657236185
308	0.4653827774
309	0.4647675811
310	0.4641637291
311	0.4639244627
312	0.4639167706
313	0.4632914408
314	0.462666236
315	0.4621572511
316	0.4614295345
317	0.4608008098
318	0.4605309169
319	0.4600500172
320	0.4595285503
321	0.4592211675
322	0.4589373088
323	0.4584647998
324	0.4579079868
325	0.457032665
326	0.4564950734
327	0.4564220283
328	0.4561603382
329	0.4553063493
330	0.4548842322
331	0.4545196502
332	0.4541255877
333	0.4538999264
334	0.4531396088
335	0.4528782903
336	0.4525243923
337	0.4518649605
338	0.4513704528
339	0.4508147421
340	0.4500329547
341	0.4498244426
342	0.4494406871
343	0.4487438345
344	0.448315479
345	0.4482887331
346	0.4476533668
347	0.4474220864
348	0.4470900071
349	0.4470558566
350	0.4466960521
351	0.4462694277
352	0.4461560378
353	0.4458092889
354	0.4457722401
355	0.4454422816
356	0.4449111023
357	0.444853144
358	0.4442044847
359	0.4438236103
360	0.4433146711
361	0.4426594456
362	0.4420587741
363	0.4417174907
364	0.4414584825
365	0.4408642853
366	0.4405571151
367	0.4401512833
368	0.439735396
369	0.439695545
370	0.4391236679
371	0.4383828946
372	0.4377981092
373	0.4371874087
374	0.4371838185
375	0.4368786533
376	0.4362381885
377	0.4358875917
378	0.43529926
379	0.4347343747
380	0.4342303634
381	0.4337222633
382	0.4332887519
383	0.4329224229
384	0.4328138613
385	0.4323663919
386	0.4315121385
387	0.4309093349
388	0.4306557703
389	0.4300638845
390	0.4295929531
391	0.429227818
392	0.4288901026
393	0.4283948903
394	0.4278127777
395	0.4274125299
396	0.4268868743
397	0.4264771376
398	0.4259895875
399	0.4252371505
400	0.4248548825
401	0.4244131265
402	0.4239947958
403	0.4238111705
404	0.4233830896
405	0.4231601354
406	0.4227130311
407	0.4225264233
408	0.4222240859
409	0.4219793187
410	0.4214277162
411	0.4211861065
412	0.4206770609
413	0.4203605844
414	0.4203320391
415	0.4197230584
416	0.4192932048
417	0.4190414763
418	0.4186143358
419	0.4180050413
420	0.4176857524
421	0.4172771762
422	0.4169525051
423	0.4164918646
424	0.4162034868
425	0.4157494593
426	0.4153649954
427	0.41516909
428	0.4147471193
429	0.4141789916
430	0.4138421986
431	0.4131829712
432	0.4129134469
433	0.4125532074
434	0.4120251382
435	0.4118468399
436	0.4113967962
437	0.4112873421
438	0.4108447927
439	0.4106877439
440	0.4103745479
441	0.4098679238
442	0.4094029797
443	0.4087861233
444	0.4086103032
445	0.4083010034
446	0.4079145246
447	0.4077932054
448	0.4074332891
449	0.4073130598
450	0.4069832311
451	0.4067205198
452	0.4061700849
453	0.4059771695
454	0.4054486122
455	0.4053534748
456	0.4053253173
457	0.4051185126
458	0.4050191482
459	0.4047866486
460	0.40431953
461	0.4038612831
462	0.4036400412
463	0.4029682603
464	0.4026237598
465	0.4023414175
466	0.4021584916
467	0.4017324878
468	0.4013955597
469	0.4010386886
470	0.4005627892
471	0.4005607227
472	0.4004334076
473	0.4002564719
474	0.4002549973
475	0.4000670031
476	0.3998330515
477	0.3994697212
478	0.3990129444
479	0.3987039018
480	0.398517108
481	0.3982285269
482	0.3979639573
483	0.3974780799
484	0.3972189807
485	0.3969785665
486	0.3967788235
487	0.3963340645
488	0.3958051465
489	0.3954887115
490	0.3952240906
491	0.3950109765
492	0.3949476503
493	0.3945297256
494	0.394474111
495	0.3941843148
496	0.3937895249
497	0.3932362757
498	0.3930273418
499	0.3925709781
500	0.3922875376
501	0.3921539572
502	0.3919757416
503	0.3918996344
504	0.3915181911
505	0.3909086725
506	0.3905178886
507	0.3901024461
508	0.3897051807
509	0.389625532
510	0.3892035794
511	0.3889728973
512	0.3886246919
513	0.3882950793
514	0.387782207
515	0.387382585
516	0.3873306709
517	0.3868818619
518	0.3865117404
519	0.3864451202
520	0.3857990654
521	0.3856641877
522	0.385352415
523	0.3852494216
524	0.3849961263
525	0.3848709472
526	0.3848342956
527	0.3843611943
528	0.3836958993
529	0.3831626215
530	0.3829355172
531	0.3827854342
532	0.382697726
533	0.3822464947
534	0.3818382609
535	0.3815340566
536	0.3814112303
537	0.3810858478
538	0.3806763921
539	0.380150583
540	0.3799210425
541	0.3794770041
542	0.3793336655
543	0.3790585187
544	0.3788888998
545	0.3786385844
546	0.378095353
547	0.3777677394
548	0.3775797158
549	0.37709724
550	0.3769556684
551	0.3765047015
552	0.3763632476
553	0.3760332929
554	0.3757377938
555	0.3755216331
556	0.3751364716
557	0.3744845639
558	0.3742021545
559	0.3739548465
560	0.3736977456
561	0.3733949088
562	0.3729667154
563	0.3725009066
564	0.372195666
565	0.3718692438
566	0.3714292804
567	0.3711577624
568	0.3708661338
569	0.3706511316
570	0.3702242363
571	0.369982298
572	0.3696638881
573	0.3693037324
574	0.3690231695
575	0.368592466
576	0.3681637728
577	0.3680529677
578	0.3677663505
579	0.3674242874
580	0.3670314505
581	0.3666220522
582	0.3666184662
583	0.3663364917
584	0.3660649718
585	0.3658998182
586	0.3654889985
587	0.3648562435
588	0.3645378393
589	0.36427479
590	0.3640804864
591	0.3637176541
592	0.3635805649
593	0.3631575474
594	0.3630171128
595	0.3626120238
596	0.3623448365
597	0.3621504277
598	0.3617261965
599	0.3612561584
600	0.361048417
601	0.3606641964
602	0.3606311185
603	0.3604178063
604	0.359948388
605	0.3597075392
606	0.3593654998
607	0.3590943779
608	0.3590338611
609	0.3588644206
610	0.3585527422
611	0.3583597839
612	0.3580691637
613	0.3578022326
614	0.3576117833
615	0.3573833949
616	0.3569409534
617	0.3564752665
618	0.3562565559
619	0.3558526978
620	0.3555151379
621	0.3551055306
622	0.3549165201
623	0.3547302899
624	0.354682853
625	0.3544105408
626	0.3541973365
627	0.3538541383
628	0.3535977108
629	0.3531382921
630	0.3527152508
631	0.3525270986
632	0.3522901324
633	0.3521218564
634	0.3520018681
635	0.3518663988
636	0.3515039633
637	0.3512138804
638	0.3509478893
639	0.3507199612
640	0.3505127585
641	0.3503373733
642	0.3501760613
643	0.3498952472
644	0.3497946353
645	0.3496294007
646	0.3492908617
647	0.3489591415
648	0.3489137439
649	0.3486775273
650	0.3482173511
651	0.3475734048
652	0.3473681849
653	0.3471917163
654	0.3469864009
655	0.3466917597
656	0.3464145159
657	0.3461750863
658	0.3460197449
659	0.3460173878
660	0.3457124399
661	0.3452758114
662	0.3451511388
663	0.3447481462
664	0.344450075
665	0.3440160178
666	0.3436452297
667	0.3435090248
668	0.3431925359
669	0.3429310299
670	0.3426480633
671	0.34239288
672	0.3422676366
673	0.3419611375
674	0.3419566366
675	0.3415892313
676	0.341393928
677	0.3410448417
678	0.3407975797
679	0.3406022116
680	0.3401900975
681	0.3399359493
682	0.3395962881
683	0.3391806521
684	0.3390255103
685	0.3390250862
686	0.3389153782
687	0.3384931563
688	0.3380921838
689	0.3375882967
690	0.3372897589
691	0.33708734
692	0.3368238844
693	0.3365537856
694	0.3363521107
695	0.3361708167
696	0.3356982681
697	0.3354506802
698	0.3351615154
699	0.334944596
700	0.3346618904
701	0.334418404
702	0.3340042633
703	0.3336242188
704	0.3336187571
705	0.333436099
706	0.3331549054
707	0.33303188
708	0.3325707105
709	0.3323347629
710	0.3320271622
711	0.3318727175
712	0.331666717
713	0.3312968521
714	0.3311144921
715	0.3307460124
716	0.3305944838
717	0.3303962772
718	0.3301546762
719	0.3298904737
720	0.3297467518
721	0.3294027757
722	0.3291332941
723	0.3288224905
724	0.3284440078
725	0.3280917934
726	0.3278725502
727	0.3277294628
728	0.3275167504
729	0.3271181244
730	0.3269444983
731	0.3268728203
732	0.3265428204
733	0.3262695829
734	0.3260351495
735	0.3258081991
736	0.3256269573
737	0.3255744509
738	0.3255452687
739	0.325402665
740	0.325068246
741	0.3250349277
742	0.3247517257
743	0.3245023089
744	0.3242242102
745	0.3239210852
746	0.3235782792
747	0.3234826334
748	0.3234488474
749	0.3233254484
750	0.3231404326
751	0.3229328613
752	0.3228754424
753	0.322757948
754	0.3224957947
755	0.3223289606
756	0.3222101814
757	0.3218944963
758	0.3216512543
759	0.321254488
760	0.321125736
761	0.3209482431
762	0.3207174841
763	0.3203756183
764	0.3198544194
765	0.3197424932
766	0.3194589321
767	0.3192960311
768	0.3192287027
769	0.3190133458
770	0.3190132078
771	0.3186219267
772	0.3183554471
773	0.318118493
774	0.3177976465
775	0.3175260651
776	0.3173830615
777	0.317201514
778	0.3170006494
779	0.3165857384
780	0.3163544815
781	0.3161866793
782	0.3158864168
783	0.3155536554
784	0.315150952
785	0.3149236539
786	0.3147821343
787	0.3145957476
788	0.3142552331
789	0.3141120401
790	0.3138860502
791	0.3136669352
792	0.3134406684
793	0.3129509657
794	0.3126160035
795	0.3124410337
796	0.3122842561
797	0.3120901539
798	0.3119106232
799	0.3117297684
800	0.3115210609
801	0.311344404
802	0.3112469813
803	0.3108884639
804	0.3107314796
805	0.3105337514
806	0.310358055
807	0.3101347564
808	0.3098764797
809	0.3096192268
810	0.3094503502
811	0.3093473262
812	0.309087487
813	0.3088455766
814	0.3084090443
815	0.3082536504
816	0.3079928703
817	0.3079911568
818	0.3076448637
819	0.3073865643
820	0.3072772818
821	0.3069243341
822	0.3065436777
823	0.306198477
824	0.3059519688
825	0.3058348766
826	0.3055784106
827	0.3053538588
828	0.3051258484
829	0.3049285517
830	0.3048723544
831	0.3047802871
832	0.3045087985
833	0.3043604946
834	0.3040885276
835	0.3039205346
836	0.3036653173
837	0.3034356953
838	0.3032145545
839	0.3029630335
840	0.3028067358
841	0.3026530094
842	0.3023201205
843	0.3021911526
844	0.3018801944
845	0.3015022504
846	0.3011698919
847	0.3009073863
848	0.3006632517
849	0.3003942235
850	0.3003916469
851	0.3001573772
852	0.2998457996
853	0.2995797992
854	0.2995609219
855	0.29929078
856	0.2992262893
857	0.2989491602
858	0.2987714191
859	0.2985084457
860	0.2984280684
861	0.2982599826
862	0.2981314025
863	0.2980730783
864	0.2976640674
865	0.2974603372
866	0.2972279878
867	0.2969894922
868	0.296842022
869	0.2966996235
870	0.2964711672
871	0.2962802452
872	0.2958475653
873	0.2956029705
874	0.2954586397
875	0.2950437273
876	0.294879564
877	0.29467237
878	0.2945183787
879	0.2943869761
880	0.2942478876
881	0.294153676
882	0.2936510821
883	0.2933713047
884	0.2931552522
885	0.2930136595
886	0.2927371716
887	0.2924990624
888	0.2922481932
889	0.2918873897
890	0.2916259071
891	0.2911641801
892	0.290895253
893	0.2906533118
894	0.2903568164
895	0.2901219092
896	0.2898424811
897	0.2895189584
898	0.2894493794
899	0.2893106002
900	0.2892232545
901	0.2889705044
902	0.2887833352
903	0.288559728
904	0.2881810718
905	0.2880091712
906	0.2877345379
907	0.2875467064
908	0.2872521983
909	0.2869798888
910	0.2866282674
911	0.2864447387
912	0.2860793237
913	0.2859733972
914	0.2859734191
915	0.2857676096
916	0.2855553672
917	0.2853291593
918	0.285086376
919	0.2848264801
920	0.284646914
921	0.2846318182
922	0.2843692914
923	0.2840498241
924	0.2838748346
925	0.2836662493
926	0.2835185566
927	0.2832260668
928	0.282996856
929	0.2826731741
930	0.282422538
931	0.2824210766
932	0.2822110291
933	0.2820296091
934	0.2818897834
935	0.281703196
936	0.2814123857
937	0.281252268
938	0.2811866471
939	0.2811401539
940	0.2810087106
941	0.2807425411
942	0.2804862578
943	0.2802873156
944	0.2799686073
945	0.2797093286
946	0.2795250589
947	0.2792883085
948	0.2791321715
949	0.2789216736
950	0.2786263431
951	0.2783586888
952	0.2781100447
953	0.2778956754
954	0.2776338556
955	0.2773913945
956	0.2772632347
957	0.2770822629
958	0.2770523648
959	0.2769986874
960	0.2767824493
961	0.276639325
962	0.2765541982
963	0.276329463
964	0.276203956
965	0.276010336
966	0.2758748079
967	0.2757778869
968	0.2755968903
969	0.2752980371
970	0.2751098366
971	0.2748475844
972	0.2745500712
973	0.2742643311
974	0.2739003459
975	0.2737029331
976	0.2735592987
977	0.2733260914
978	0.2730525664
979	0.2728717576
980	0.2728008862
981	0.2727946873
982	0.2725740581
983	0.2722975785
984	0.2720912808
985	0.2719399748
986	0.2717625491
987	0.271491846
988	0.2712149379
989	0.2711162952
990	0.2709810636
991	0.2709132244
992	0.270897688
993	0.2707391261
994	0.2705473734
995	0.2702582501
996	0.270192854
997	0.2700667766
998	0.2698054631
999	0.2696497252
